,Reviewer_Name,Review,Rating,Time,Tat_ID
6,Mary M.,"I was itching for a new tattoo...something super small...but it had been 2 years since my last, and I was ready. Though I was not tattooed by Rickky, I have...",5.0,2020-04-05 16:43:28,lxAR_Q7MzxvFfadXebMzGQ
7,Wynne-Marie M.,I gave 7 Train tattoo 1 star because of my experience and the lack of care the artist put into my piece. I went to this location with a friend and because...,1.0,2020-02-11 08:43:55,lxAR_Q7MzxvFfadXebMzGQ
8,Samantha C.,"Their work is amazing and they were especially kind to me since they knew it was only my second tattoo and would be patient with me, offering five minute...",5.0,2019-04-04 05:46:20,lxAR_Q7MzxvFfadXebMzGQ
0,Marielizabeth C.,"I love this place! VERY CLEAN and PROFESSIONAL.  
Everyone is very nice and the owner of the shop is amazing. 

What I love about this place is not only its...",5.0,2018-09-17 18:03:20,f0E_6L_ZHqeKxBD_OtN3nw
1,Molly M.,The best place to get pierced in Queens! I discovered True Blue on Yelp in 2012. I have since referred my sister who has gotten 2 piercings and 8 tattoos...,5.0,2019-09-18 09:11:09,f0E_6L_ZHqeKxBD_OtN3nw
2,Grace A.,"Came here this past weekend to have a old faded tattoo redone. Jeremy worked on it and hand to God, the colors are popping more now then they were when...",5.0,2019-09-10 13:15:46,f0E_6L_ZHqeKxBD_OtN3nw
3,Marielizabeth C.,"I love this place! VERY CLEAN and PROFESSIONAL.  
Everyone is very nice and the owner of the shop is amazing. 

What I love about this place is not only its...",5.0,2018-09-17 18:03:20,f0E_6L_ZHqeKxBD_OtN3nw
4,Molly M.,The best place to get pierced in Queens! I discovered True Blue on Yelp in 2012. I have since referred my sister who has gotten 2 piercings and 8 tattoos...,5.0,2019-09-18 09:11:09,f0E_6L_ZHqeKxBD_OtN3nw
5,Grace A.,"Came here this past weekend to have a old faded tattoo redone. Jeremy worked on it and hand to God, the colors are popping more now then they were when...",5.0,2019-09-10 13:15:46,f0E_6L_ZHqeKxBD_OtN3nw
6,Marielizabeth C.,"I love this place! VERY CLEAN and PROFESSIONAL.  
Everyone is very nice and the owner of the shop is amazing. 

What I love about this place is not only its...",5.0,2018-09-17 18:03:20,f0E_6L_ZHqeKxBD_OtN3nw
7,Molly M.,The best place to get pierced in Queens! I discovered True Blue on Yelp in 2012. I have since referred my sister who has gotten 2 piercings and 8 tattoos...,5.0,2019-09-18 09:11:09,f0E_6L_ZHqeKxBD_OtN3nw
8,Grace A.,"Came here this past weekend to have a old faded tattoo redone. Jeremy worked on it and hand to God, the colors are popping more now then they were when...",5.0,2019-09-10 13:15:46,f0E_6L_ZHqeKxBD_OtN3nw
0,Jamie G.,"My mom and I got our first tattoos with Janda, and it was a fantastic experience. The staff made us feel comfortable and welcome, and the space was...",5.0,2020-01-15 14:42:03,ztP04Diw9WQz_vDv52QLAg
1,Don B.,I had been planning on visiting NYC for months. I lived there for years but now live in the Midwest.  While living in NY several years ago I got a tattoo at...,1.0,2020-04-10 21:39:33,ztP04Diw9WQz_vDv52QLAg
2,Katie W.,"AMAZING experience! 
I had my first tattoo ever done here. I was greeted with a very positive, clean, and inviting atmosphere. The staff was friendly and...",5.0,2019-10-27 11:59:27,ztP04Diw9WQz_vDv52QLAg
3,Jamie G.,"My mom and I got our first tattoos with Janda, and it was a fantastic experience. The staff made us feel comfortable and welcome, and the space was...",5.0,2020-01-15 14:42:03,ztP04Diw9WQz_vDv52QLAg
4,Don B.,I had been planning on visiting NYC for months. I lived there for years but now live in the Midwest.  While living in NY several years ago I got a tattoo at...,1.0,2020-04-10 21:39:33,ztP04Diw9WQz_vDv52QLAg
5,Katie W.,"AMAZING experience! 
I had my first tattoo ever done here. I was greeted with a very positive, clean, and inviting atmosphere. The staff was friendly and...",5.0,2019-10-27 11:59:27,ztP04Diw9WQz_vDv52QLAg
6,Jamie G.,"My mom and I got our first tattoos with Janda, and it was a fantastic experience. The staff made us feel comfortable and welcome, and the space was...",5.0,2020-01-15 14:42:03,ztP04Diw9WQz_vDv52QLAg
7,Don B.,I had been planning on visiting NYC for months. I lived there for years but now live in the Midwest.  While living in NY several years ago I got a tattoo at...,1.0,2020-04-10 21:39:33,ztP04Diw9WQz_vDv52QLAg
8,Katie W.,"AMAZING experience! 
I had my first tattoo ever done here. I was greeted with a very positive, clean, and inviting atmosphere. The staff was friendly and...",5.0,2019-10-27 11:59:27,ztP04Diw9WQz_vDv52QLAg
0,Ashley S.,First off let me start off by saying this tattoo shop is one of the nicest and cleanest tattoo shops I have ever been too. Yes they do check ID and they...,5.0,2016-01-13 15:14:07,YLTGyNAcugox9DHigcQfZQ
1,Regina A.,Logan hands down is the man. Got my first tattoo here and he was kind enough to educate me about ALL the things I needed to know and what I need to look out...,5.0,2019-01-27 04:28:16,YLTGyNAcugox9DHigcQfZQ
2,Christina M.,"This shop is a hidden gem! Do not miss it! 

You might walk by the front door once or twice before you manage to find your way inside, but it's well worth...",5.0,2014-06-13 19:42:37,YLTGyNAcugox9DHigcQfZQ
3,Ashley S.,First off let me start off by saying this tattoo shop is one of the nicest and cleanest tattoo shops I have ever been too. Yes they do check ID and they...,5.0,2016-01-13 15:14:07,YLTGyNAcugox9DHigcQfZQ
4,Regina A.,Logan hands down is the man. Got my first tattoo here and he was kind enough to educate me about ALL the things I needed to know and what I need to look out...,5.0,2019-01-27 04:28:16,YLTGyNAcugox9DHigcQfZQ
5,Christina M.,"This shop is a hidden gem! Do not miss it! 

You might walk by the front door once or twice before you manage to find your way inside, but it's well worth...",5.0,2014-06-13 19:42:37,YLTGyNAcugox9DHigcQfZQ
6,Ashley S.,First off let me start off by saying this tattoo shop is one of the nicest and cleanest tattoo shops I have ever been too. Yes they do check ID and they...,5.0,2016-01-13 15:14:07,YLTGyNAcugox9DHigcQfZQ
7,Regina A.,Logan hands down is the man. Got my first tattoo here and he was kind enough to educate me about ALL the things I needed to know and what I need to look out...,5.0,2019-01-27 04:28:16,YLTGyNAcugox9DHigcQfZQ
8,Christina M.,"This shop is a hidden gem! Do not miss it! 

You might walk by the front door once or twice before you manage to find your way inside, but it's well worth...",5.0,2014-06-13 19:42:37,YLTGyNAcugox9DHigcQfZQ
0,Gwen C.,Visited here recently for my very first tattoo. Deanna was super chill and patient with me and made me feel super comfortable. The piece I got was very...,5.0,2020-02-11 10:01:34,M2fGTixoTqwfBKs_-53oPQ
1,Leah M.,"I have never written a negative review for a small business before, and I wish I didn't have to, but this has been on my mind for close to a year, so I need...",1.0,2020-03-06 11:41:02,M2fGTixoTqwfBKs_-53oPQ
2,Sandy T.,"First off, Ana is great and amazing at what she does! I sent her what I wanted, came in and left a deposit. A week later I came in at my appointment time...",5.0,2019-08-23 21:33:57,M2fGTixoTqwfBKs_-53oPQ
3,Gwen C.,Visited here recently for my very first tattoo. Deanna was super chill and patient with me and made me feel super comfortable. The piece I got was very...,5.0,2020-02-11 10:01:34,M2fGTixoTqwfBKs_-53oPQ
4,Leah M.,"I have never written a negative review for a small business before, and I wish I didn't have to, but this has been on my mind for close to a year, so I need...",1.0,2020-03-06 11:41:02,M2fGTixoTqwfBKs_-53oPQ
5,Sandy T.,"First off, Ana is great and amazing at what she does! I sent her what I wanted, came in and left a deposit. A week later I came in at my appointment time...",5.0,2019-08-23 21:33:57,M2fGTixoTqwfBKs_-53oPQ
6,Gwen C.,Visited here recently for my very first tattoo. Deanna was super chill and patient with me and made me feel super comfortable. The piece I got was very...,5.0,2020-02-11 10:01:34,M2fGTixoTqwfBKs_-53oPQ
7,Leah M.,"I have never written a negative review for a small business before, and I wish I didn't have to, but this has been on my mind for close to a year, so I need...",1.0,2020-03-06 11:41:02,M2fGTixoTqwfBKs_-53oPQ
8,Sandy T.,"First off, Ana is great and amazing at what she does! I sent her what I wanted, came in and left a deposit. A week later I came in at my appointment time...",5.0,2019-08-23 21:33:57,M2fGTixoTqwfBKs_-53oPQ
0,Cary W.,"My 1st time there I was taken back by the amazing decor! Not the typical ""old sailor"" tattoos on the walls like every other shop. Vintage black & white...",5.0,2019-12-12 23:05:27,ZESeJGOXwj1wXSPLUH440g
1,Paul D.,I had my first two tattoos done here by Cristian and Tina and it was an amazing experience each time. They're both great and bringing out what you want....,5.0,2019-09-17 16:35:20,ZESeJGOXwj1wXSPLUH440g
2,Alexandra P.,For my first tattoo I chose The Queens Ink Tattoo Salon and it was the best experience ever. I am looking forward to return for more complex project that...,5.0,2019-12-30 16:12:32,ZESeJGOXwj1wXSPLUH440g
3,Cary W.,"My 1st time there I was taken back by the amazing decor! Not the typical ""old sailor"" tattoos on the walls like every other shop. Vintage black & white...",5.0,2019-12-12 23:05:27,ZESeJGOXwj1wXSPLUH440g
4,Paul D.,I had my first two tattoos done here by Cristian and Tina and it was an amazing experience each time. They're both great and bringing out what you want....,5.0,2019-09-17 16:35:20,ZESeJGOXwj1wXSPLUH440g
5,Alexandra P.,For my first tattoo I chose The Queens Ink Tattoo Salon and it was the best experience ever. I am looking forward to return for more complex project that...,5.0,2019-12-30 16:12:32,ZESeJGOXwj1wXSPLUH440g
6,Cary W.,"My 1st time there I was taken back by the amazing decor! Not the typical ""old sailor"" tattoos on the walls like every other shop. Vintage black & white...",5.0,2019-12-12 23:05:27,ZESeJGOXwj1wXSPLUH440g
7,Paul D.,I had my first two tattoos done here by Cristian and Tina and it was an amazing experience each time. They're both great and bringing out what you want....,5.0,2019-09-17 16:35:20,ZESeJGOXwj1wXSPLUH440g
8,Alexandra P.,For my first tattoo I chose The Queens Ink Tattoo Salon and it was the best experience ever. I am looking forward to return for more complex project that...,5.0,2019-12-30 16:12:32,ZESeJGOXwj1wXSPLUH440g
0,Annie C.,"Me and my girl had a moment of ""let's get a tattoo"" when we were just hanging out in my house. 

I've called several other location around but tattoo alley...",5.0,2019-01-24 13:07:12,wh7tZTmjUd674AvEvqEgoA
1,Puru B.,"IF I COULD GIVE A NEGATIVE FEEDBACK THEN I WOULD BUT SEEMS LIKE THAT IS NOT AN OPTION. first, there was a fixed price to get a tattoo with design and color...",1.0,2020-02-18 16:41:52,wh7tZTmjUd674AvEvqEgoA
2,Mindy N.,My friend and I were able to get a walk-in appointment after work. I have been wanting to get a daith piercing due to my frequent migraines. Immediately...,5.0,2019-07-25 16:49:42,wh7tZTmjUd674AvEvqEgoA
3,Annie C.,"Me and my girl had a moment of ""let's get a tattoo"" when we were just hanging out in my house. 

I've called several other location around but tattoo alley...",5.0,2019-01-24 13:07:12,wh7tZTmjUd674AvEvqEgoA
4,Puru B.,"IF I COULD GIVE A NEGATIVE FEEDBACK THEN I WOULD BUT SEEMS LIKE THAT IS NOT AN OPTION. first, there was a fixed price to get a tattoo with design and color...",1.0,2020-02-18 16:41:52,wh7tZTmjUd674AvEvqEgoA
5,Mindy N.,My friend and I were able to get a walk-in appointment after work. I have been wanting to get a daith piercing due to my frequent migraines. Immediately...,5.0,2019-07-25 16:49:42,wh7tZTmjUd674AvEvqEgoA
6,Annie C.,"Me and my girl had a moment of ""let's get a tattoo"" when we were just hanging out in my house. 

I've called several other location around but tattoo alley...",5.0,2019-01-24 13:07:12,wh7tZTmjUd674AvEvqEgoA
7,Puru B.,"IF I COULD GIVE A NEGATIVE FEEDBACK THEN I WOULD BUT SEEMS LIKE THAT IS NOT AN OPTION. first, there was a fixed price to get a tattoo with design and color...",1.0,2020-02-18 16:41:52,wh7tZTmjUd674AvEvqEgoA
8,Mindy N.,My friend and I were able to get a walk-in appointment after work. I have been wanting to get a daith piercing due to my frequent migraines. Immediately...,5.0,2019-07-25 16:49:42,wh7tZTmjUd674AvEvqEgoA
0,Michelle L.,TJ was very helpful throughout my process of getting my first tattoo. Im usually not fond of small businesses because it gets awkward but it was a...,5.0,2019-12-31 07:19:03,pa0Wq4QmRMHGkp6JUf_x3w
1,Judy C.,"TJ is meticulous with his works and the designs are so pristine and gorgeous. You can walk in and tell him what you want and like Glinda the good witch, he...",5.0,2019-07-16 13:59:50,pa0Wq4QmRMHGkp6JUf_x3w
2,Jaii L.,"My man TJ! 
He is basically one of the best artist around, he's very focused and very attentive to detail. If you guys needs some serious art work, TJ...",5.0,2018-11-28 13:51:35,pa0Wq4QmRMHGkp6JUf_x3w
3,Michelle L.,TJ was very helpful throughout my process of getting my first tattoo. Im usually not fond of small businesses because it gets awkward but it was a...,5.0,2019-12-31 07:19:03,pa0Wq4QmRMHGkp6JUf_x3w
4,Judy C.,"TJ is meticulous with his works and the designs are so pristine and gorgeous. You can walk in and tell him what you want and like Glinda the good witch, he...",5.0,2019-07-16 13:59:50,pa0Wq4QmRMHGkp6JUf_x3w
5,Jaii L.,"My man TJ! 
He is basically one of the best artist around, he's very focused and very attentive to detail. If you guys needs some serious art work, TJ...",5.0,2018-11-28 13:51:35,pa0Wq4QmRMHGkp6JUf_x3w
6,Michelle L.,TJ was very helpful throughout my process of getting my first tattoo. Im usually not fond of small businesses because it gets awkward but it was a...,5.0,2019-12-31 07:19:03,pa0Wq4QmRMHGkp6JUf_x3w
7,Judy C.,"TJ is meticulous with his works and the designs are so pristine and gorgeous. You can walk in and tell him what you want and like Glinda the good witch, he...",5.0,2019-07-16 13:59:50,pa0Wq4QmRMHGkp6JUf_x3w
8,Jaii L.,"My man TJ! 
He is basically one of the best artist around, he's very focused and very attentive to detail. If you guys needs some serious art work, TJ...",5.0,2018-11-28 13:51:35,pa0Wq4QmRMHGkp6JUf_x3w
0,Anand S.,"First met Chung in 2012, came in for a quick tattoo. Now six years later Chung has become more than just a tattoo artist he's a great friend as well. His...",5.0,2018-02-27 06:26:45,wIDSJVb9btcPCArpQT5g_w
1,Cat D.,"Been coming to this spot for years. Chung, the owner, is very professional and really down to earth. 

He does great work and I've recommended him to...",5.0,2015-12-03 18:18:50,wIDSJVb9btcPCArpQT5g_w
2,Yuri K.,"When I was 17 years old (4 years ago), one of my good friends started tattooing. Being the reckless and rebellious teenager I was, I let him practice on me....",5.0,2017-02-10 18:39:21,wIDSJVb9btcPCArpQT5g_w
3,Anand S.,"First met Chung in 2012, came in for a quick tattoo. Now six years later Chung has become more than just a tattoo artist he's a great friend as well. His...",5.0,2018-02-27 06:26:45,wIDSJVb9btcPCArpQT5g_w
4,Cat D.,"Been coming to this spot for years. Chung, the owner, is very professional and really down to earth. 

He does great work and I've recommended him to...",5.0,2015-12-03 18:18:50,wIDSJVb9btcPCArpQT5g_w
5,Yuri K.,"When I was 17 years old (4 years ago), one of my good friends started tattooing. Being the reckless and rebellious teenager I was, I let him practice on me....",5.0,2017-02-10 18:39:21,wIDSJVb9btcPCArpQT5g_w
6,Anand S.,"First met Chung in 2012, came in for a quick tattoo. Now six years later Chung has become more than just a tattoo artist he's a great friend as well. His...",5.0,2018-02-27 06:26:45,wIDSJVb9btcPCArpQT5g_w
7,Cat D.,"Been coming to this spot for years. Chung, the owner, is very professional and really down to earth. 

He does great work and I've recommended him to...",5.0,2015-12-03 18:18:50,wIDSJVb9btcPCArpQT5g_w
8,Yuri K.,"When I was 17 years old (4 years ago), one of my good friends started tattooing. Being the reckless and rebellious teenager I was, I let him practice on me....",5.0,2017-02-10 18:39:21,wIDSJVb9btcPCArpQT5g_w
0,Dennae A.,Recommend for piercings! My roommate and I went as walk-ins and were taken care of promptly despite a steady flow of customers. Mooshu & his sister B are...,5.0,2020-02-26 08:43:09,NR24uDrPm7EsEHBtHT-F_Q
1,Deborah C.,"Took a day trip into New York from Boston with a friend who had been here before and highly recommended it, so we booked appointments for a Saturday...",5.0,2020-02-25 07:36:52,NR24uDrPm7EsEHBtHT-F_Q
2,Jazmin V.,I came in about a month ago to get my nose pierced and it was a fairly quick process. The front desk associate wasn't so friendly when I tried to make...,5.0,2020-02-12 07:21:09,NR24uDrPm7EsEHBtHT-F_Q
3,Dennae A.,Recommend for piercings! My roommate and I went as walk-ins and were taken care of promptly despite a steady flow of customers. Mooshu & his sister B are...,5.0,2020-02-26 08:43:09,NR24uDrPm7EsEHBtHT-F_Q
4,Deborah C.,"Took a day trip into New York from Boston with a friend who had been here before and highly recommended it, so we booked appointments for a Saturday...",5.0,2020-02-25 07:36:52,NR24uDrPm7EsEHBtHT-F_Q
5,Jazmin V.,I came in about a month ago to get my nose pierced and it was a fairly quick process. The front desk associate wasn't so friendly when I tried to make...,5.0,2020-02-12 07:21:09,NR24uDrPm7EsEHBtHT-F_Q
6,Dennae A.,Recommend for piercings! My roommate and I went as walk-ins and were taken care of promptly despite a steady flow of customers. Mooshu & his sister B are...,5.0,2020-02-26 08:43:09,NR24uDrPm7EsEHBtHT-F_Q
7,Deborah C.,"Took a day trip into New York from Boston with a friend who had been here before and highly recommended it, so we booked appointments for a Saturday...",5.0,2020-02-25 07:36:52,NR24uDrPm7EsEHBtHT-F_Q
8,Jazmin V.,I came in about a month ago to get my nose pierced and it was a fairly quick process. The front desk associate wasn't so friendly when I tried to make...,5.0,2020-02-12 07:21:09,NR24uDrPm7EsEHBtHT-F_Q
0,Sakina P.,I had a tattoo that I never really liked. I wasn't sure what I wanted to cover it with for years. That was until I saw Jeremy (who is only there on the...,5.0,2016-07-15 12:23:16,Da6PaDV7i9z1egXhV_ftGg
1,Michael V.,"Let's face it, tattoo shops can be intimidating and sort of snobby, especially if you don't have any tattoos. I used to walk by the shop not knowing...",5.0,2019-08-07 16:50:24,Da6PaDV7i9z1egXhV_ftGg
2,Dharma F.,"I've gotten 7 tattoos at R&D and don't have any complaints, nor do I plan on going elsewhere for my next one. The guys are welcoming and honest about what...",5.0,2018-11-09 07:43:45,Da6PaDV7i9z1egXhV_ftGg
3,Sakina P.,I had a tattoo that I never really liked. I wasn't sure what I wanted to cover it with for years. That was until I saw Jeremy (who is only there on the...,5.0,2016-07-15 12:23:16,Da6PaDV7i9z1egXhV_ftGg
4,Michael V.,"Let's face it, tattoo shops can be intimidating and sort of snobby, especially if you don't have any tattoos. I used to walk by the shop not knowing...",5.0,2019-08-07 16:50:24,Da6PaDV7i9z1egXhV_ftGg
5,Dharma F.,"I've gotten 7 tattoos at R&D and don't have any complaints, nor do I plan on going elsewhere for my next one. The guys are welcoming and honest about what...",5.0,2018-11-09 07:43:45,Da6PaDV7i9z1egXhV_ftGg
6,Sakina P.,I had a tattoo that I never really liked. I wasn't sure what I wanted to cover it with for years. That was until I saw Jeremy (who is only there on the...,5.0,2016-07-15 12:23:16,Da6PaDV7i9z1egXhV_ftGg
7,Michael V.,"Let's face it, tattoo shops can be intimidating and sort of snobby, especially if you don't have any tattoos. I used to walk by the shop not knowing...",5.0,2019-08-07 16:50:24,Da6PaDV7i9z1egXhV_ftGg
8,Dharma F.,"I've gotten 7 tattoos at R&D and don't have any complaints, nor do I plan on going elsewhere for my next one. The guys are welcoming and honest about what...",5.0,2018-11-09 07:43:45,Da6PaDV7i9z1egXhV_ftGg
0,Benjamin C.,"I stopped by Joy's spotless studio on a whim one cold Winter night in 2008, and I was glad I did! 

Over the years, I've been lucky to have many...",5.0,2015-08-20 10:55:08,UjiIdrG3vO4B75Gtz43-Rw
1,Tracy L.,"I've been tattooed by both Joy and Dorothy and they are both badass, awesome women to be tattooed by. For both of them I had ideas of what I wanted but...",5.0,2016-12-22 07:33:07,UjiIdrG3vO4B75Gtz43-Rw
2,Stephanie B.,"Dear Fellow Yelper Researching Tattoo Artists,

Look no further.

Once you get tattooed by Joy you're not gonna wanna go anywhere else. She's beyond...",5.0,2015-02-23 16:09:48,UjiIdrG3vO4B75Gtz43-Rw
3,Benjamin C.,"I stopped by Joy's spotless studio on a whim one cold Winter night in 2008, and I was glad I did! 

Over the years, I've been lucky to have many...",5.0,2015-08-20 10:55:08,UjiIdrG3vO4B75Gtz43-Rw
4,Tracy L.,"I've been tattooed by both Joy and Dorothy and they are both badass, awesome women to be tattooed by. For both of them I had ideas of what I wanted but...",5.0,2016-12-22 07:33:07,UjiIdrG3vO4B75Gtz43-Rw
5,Stephanie B.,"Dear Fellow Yelper Researching Tattoo Artists,

Look no further.

Once you get tattooed by Joy you're not gonna wanna go anywhere else. She's beyond...",5.0,2015-02-23 16:09:48,UjiIdrG3vO4B75Gtz43-Rw
6,Benjamin C.,"I stopped by Joy's spotless studio on a whim one cold Winter night in 2008, and I was glad I did! 

Over the years, I've been lucky to have many...",5.0,2015-08-20 10:55:08,UjiIdrG3vO4B75Gtz43-Rw
7,Tracy L.,"I've been tattooed by both Joy and Dorothy and they are both badass, awesome women to be tattooed by. For both of them I had ideas of what I wanted but...",5.0,2016-12-22 07:33:07,UjiIdrG3vO4B75Gtz43-Rw
8,Stephanie B.,"Dear Fellow Yelper Researching Tattoo Artists,

Look no further.

Once you get tattooed by Joy you're not gonna wanna go anywhere else. She's beyond...",5.0,2015-02-23 16:09:48,UjiIdrG3vO4B75Gtz43-Rw
0,Erica B.,Great artists! Very clean and really nice staff. They have all the aftercare you need and are very helpful.,5.0,2019-11-03 06:38:19,GfAvrL-5bjMvFfMR6EQSYw
1,Shirley P.,"I received two cartilage piercings at my visit. Matt can be quite rude. I suppose it depends on how sensitive you are, but I don't expect someone I just met...",3.0,2019-12-23 19:58:42,GfAvrL-5bjMvFfMR6EQSYw
2,Keanna C.,I got my first nostril piercing today at Lark I got the needle method (not going to lie it was painful I had tears streaming down my face but I was able to...,5.0,2019-08-09 20:37:22,GfAvrL-5bjMvFfMR6EQSYw
3,Erica B.,Great artists! Very clean and really nice staff. They have all the aftercare you need and are very helpful.,5.0,2019-11-03 06:38:19,GfAvrL-5bjMvFfMR6EQSYw
4,Shirley P.,"I received two cartilage piercings at my visit. Matt can be quite rude. I suppose it depends on how sensitive you are, but I don't expect someone I just met...",3.0,2019-12-23 19:58:42,GfAvrL-5bjMvFfMR6EQSYw
5,Keanna C.,I got my first nostril piercing today at Lark I got the needle method (not going to lie it was painful I had tears streaming down my face but I was able to...,5.0,2019-08-09 20:37:22,GfAvrL-5bjMvFfMR6EQSYw
6,Erica B.,Great artists! Very clean and really nice staff. They have all the aftercare you need and are very helpful.,5.0,2019-11-03 06:38:19,GfAvrL-5bjMvFfMR6EQSYw
7,Shirley P.,"I received two cartilage piercings at my visit. Matt can be quite rude. I suppose it depends on how sensitive you are, but I don't expect someone I just met...",3.0,2019-12-23 19:58:42,GfAvrL-5bjMvFfMR6EQSYw
8,Keanna C.,I got my first nostril piercing today at Lark I got the needle method (not going to lie it was painful I had tears streaming down my face but I was able to...,5.0,2019-08-09 20:37:22,GfAvrL-5bjMvFfMR6EQSYw
0,Eric E.,My experience this past week over at Fiction Tattoo was truly outstanding. I spent two whole days w/ Ken and his family at the shop getting my very first...,5.0,2019-07-15 02:24:05,wLojLrL4JTJSQex-652_4g
1,Paulo O.,I meant to post this review a long time ago...I got a an amazing tattoo with Ken. I always get compliments about it. The level of detail is just so...,5.0,2018-05-25 22:16:05,wLojLrL4JTJSQex-652_4g
2,Elizabeth K.,great artists and very clean shop! you will not be disappointed. I have been going to ken for 6 years and I love everything that he has done. great prices...,5.0,2014-10-27 23:37:26,wLojLrL4JTJSQex-652_4g
3,Eric E.,My experience this past week over at Fiction Tattoo was truly outstanding. I spent two whole days w/ Ken and his family at the shop getting my very first...,5.0,2019-07-15 02:24:05,wLojLrL4JTJSQex-652_4g
4,Paulo O.,I meant to post this review a long time ago...I got a an amazing tattoo with Ken. I always get compliments about it. The level of detail is just so...,5.0,2018-05-25 22:16:05,wLojLrL4JTJSQex-652_4g
5,Elizabeth K.,great artists and very clean shop! you will not be disappointed. I have been going to ken for 6 years and I love everything that he has done. great prices...,5.0,2014-10-27 23:37:26,wLojLrL4JTJSQex-652_4g
6,Eric E.,My experience this past week over at Fiction Tattoo was truly outstanding. I spent two whole days w/ Ken and his family at the shop getting my very first...,5.0,2019-07-15 02:24:05,wLojLrL4JTJSQex-652_4g
7,Paulo O.,I meant to post this review a long time ago...I got a an amazing tattoo with Ken. I always get compliments about it. The level of detail is just so...,5.0,2018-05-25 22:16:05,wLojLrL4JTJSQex-652_4g
8,Elizabeth K.,great artists and very clean shop! you will not be disappointed. I have been going to ken for 6 years and I love everything that he has done. great prices...,5.0,2014-10-27 23:37:26,wLojLrL4JTJSQex-652_4g
0,Shianna C.,"Went there for this tattoo!! Price wasn't expect but it's okay because I love it, will be going there soon",4.0,2019-12-23 21:07:51,QpzeG92TQQ9Dj78cdo1Rug
1,Marshall P.,These motherfuckers are unprofessional and flat out pieces of shit with bad attitudes....Oh and yes they discriminate as well....I was 2 seconds away from...,1.0,2020-03-14 21:11:14,QpzeG92TQQ9Dj78cdo1Rug
2,Farhana H.,"Come here for piercings. They don't have too much jewelry selections but very reasonably priced, can bring in own jewelry for them to use, and can only do...",5.0,2019-07-17 12:50:15,QpzeG92TQQ9Dj78cdo1Rug
3,Shianna C.,"Went there for this tattoo!! Price wasn't expect but it's okay because I love it, will be going there soon",4.0,2019-12-23 21:07:51,QpzeG92TQQ9Dj78cdo1Rug
4,Marshall P.,These motherfuckers are unprofessional and flat out pieces of shit with bad attitudes....Oh and yes they discriminate as well....I was 2 seconds away from...,1.0,2020-03-14 21:11:14,QpzeG92TQQ9Dj78cdo1Rug
5,Farhana H.,"Come here for piercings. They don't have too much jewelry selections but very reasonably priced, can bring in own jewelry for them to use, and can only do...",5.0,2019-07-17 12:50:15,QpzeG92TQQ9Dj78cdo1Rug
6,Shianna C.,"Went there for this tattoo!! Price wasn't expect but it's okay because I love it, will be going there soon",4.0,2019-12-23 21:07:51,QpzeG92TQQ9Dj78cdo1Rug
7,Marshall P.,These motherfuckers are unprofessional and flat out pieces of shit with bad attitudes....Oh and yes they discriminate as well....I was 2 seconds away from...,1.0,2020-03-14 21:11:14,QpzeG92TQQ9Dj78cdo1Rug
8,Farhana H.,"Come here for piercings. They don't have too much jewelry selections but very reasonably priced, can bring in own jewelry for them to use, and can only do...",5.0,2019-07-17 12:50:15,QpzeG92TQQ9Dj78cdo1Rug
0,Jarrett N.,"I have heard of This PON DUDE who LOVES to sketch & make Pigeon related pieces so since I was BIG into the collecting Vinyl figures, Prints, & actual...",5.0,2015-11-08 06:47:39,BapP6UVRYej-C4IeqpamQQ
1,Robert L.,"One of, if not the best tattooist around. He did a traditional on my arm after I told him what and how I wanted it. After drawing on my arm freehand, 1/2...",5.0,2019-03-31 16:02:19,BapP6UVRYej-C4IeqpamQQ
2,Lorne Y.,I had my first tattoo by Pon today at the Baltimore Convention Center and it was a great experience. The quality of the work and of the person was greater...,5.0,2019-05-04 17:59:15,BapP6UVRYej-C4IeqpamQQ
3,Jarrett N.,"I have heard of This PON DUDE who LOVES to sketch & make Pigeon related pieces so since I was BIG into the collecting Vinyl figures, Prints, & actual...",5.0,2015-11-08 06:47:39,BapP6UVRYej-C4IeqpamQQ
4,Robert L.,"One of, if not the best tattooist around. He did a traditional on my arm after I told him what and how I wanted it. After drawing on my arm freehand, 1/2...",5.0,2019-03-31 16:02:19,BapP6UVRYej-C4IeqpamQQ
5,Lorne Y.,I had my first tattoo by Pon today at the Baltimore Convention Center and it was a great experience. The quality of the work and of the person was greater...,5.0,2019-05-04 17:59:15,BapP6UVRYej-C4IeqpamQQ
6,Jarrett N.,"I have heard of This PON DUDE who LOVES to sketch & make Pigeon related pieces so since I was BIG into the collecting Vinyl figures, Prints, & actual...",5.0,2015-11-08 06:47:39,BapP6UVRYej-C4IeqpamQQ
7,Robert L.,"One of, if not the best tattooist around. He did a traditional on my arm after I told him what and how I wanted it. After drawing on my arm freehand, 1/2...",5.0,2019-03-31 16:02:19,BapP6UVRYej-C4IeqpamQQ
8,Lorne Y.,I had my first tattoo by Pon today at the Baltimore Convention Center and it was a great experience. The quality of the work and of the person was greater...,5.0,2019-05-04 17:59:15,BapP6UVRYej-C4IeqpamQQ
0,Regine D.,I visited this location because the window full of dried flowers to be sold which I still have not found anywhere else in NY by the way. But to my surprise...,5.0,2020-04-08 20:18:31,rvNq0cz8zqAmCj3UZHyiQA
