,Reviewer_Name,Review,Rating,Time,Tat_ID
0,Rachel L.,"So impressed by this young shop. I got exactly the tattoo I wanted by Gaby. Clean shop, great staff and affordable prices. This is my go.to spot now",5.0,2020-01-04 20:35:23,tbv0aKdy06A9niJWpiI4Gg
1,Elba J.,"I went there for my first time with 2 friends. Very clean, professional and funny environment. 
Such a good place to get tattooed",5.0,2019-09-18 10:09:40,tbv0aKdy06A9niJWpiI4Gg
2,Jay M.,"I went with a friend to get a tattoo on my chest, I was devastated that the tattoo artist didn't have the color I wanted. So i got the outline design I...",3.0,2019-11-29 22:59:26,tbv0aKdy06A9niJWpiI4Gg
3,Rachel L.,"So impressed by this young shop. I got exactly the tattoo I wanted by Gaby. Clean shop, great staff and affordable prices. This is my go.to spot now",5.0,2020-01-04 20:35:23,tbv0aKdy06A9niJWpiI4Gg
4,Elba J.,"I went there for my first time with 2 friends. Very clean, professional and funny environment. 
Such a good place to get tattooed",5.0,2019-09-18 10:09:40,tbv0aKdy06A9niJWpiI4Gg
5,Jay M.,"I went with a friend to get a tattoo on my chest, I was devastated that the tattoo artist didn't have the color I wanted. So i got the outline design I...",3.0,2019-11-29 22:59:26,tbv0aKdy06A9niJWpiI4Gg
6,Rachel L.,"So impressed by this young shop. I got exactly the tattoo I wanted by Gaby. Clean shop, great staff and affordable prices. This is my go.to spot now",5.0,2020-01-04 20:35:23,tbv0aKdy06A9niJWpiI4Gg
7,Elba J.,"I went there for my first time with 2 friends. Very clean, professional and funny environment. 
Such a good place to get tattooed",5.0,2019-09-18 10:09:40,tbv0aKdy06A9niJWpiI4Gg
8,Jay M.,"I went with a friend to get a tattoo on my chest, I was devastated that the tattoo artist didn't have the color I wanted. So i got the outline design I...",3.0,2019-11-29 22:59:26,tbv0aKdy06A9niJWpiI4Gg
0,Barbara L.,"My friend and I both got tattoos today. Pedro (owner) did hers and Janice did mine. 

My friend was able to stop by a few weeks ago and speak candidly to...",5.0,2016-08-09 21:02:38,2NY3CrnKPDJXl6NmYcUMlA
1,Devin F.,This shop had a nice appeal great people but I would regret getting any piercing here. They pierced my boyfriends septum all wrong. They didn't feel for...,2.0,2019-06-05 14:58:10,2NY3CrnKPDJXl6NmYcUMlA
2,Essence B.,"Pedro is really talented and did my tattoo exactly how I wanted it. I am very pleased with his work, and will definitely be coming back for more tattoos...",5.0,2018-04-15 21:36:25,2NY3CrnKPDJXl6NmYcUMlA
3,Barbara L.,"My friend and I both got tattoos today. Pedro (owner) did hers and Janice did mine. 

My friend was able to stop by a few weeks ago and speak candidly to...",5.0,2016-08-09 21:02:38,2NY3CrnKPDJXl6NmYcUMlA
4,Devin F.,This shop had a nice appeal great people but I would regret getting any piercing here. They pierced my boyfriends septum all wrong. They didn't feel for...,2.0,2019-06-05 14:58:10,2NY3CrnKPDJXl6NmYcUMlA
5,Essence B.,"Pedro is really talented and did my tattoo exactly how I wanted it. I am very pleased with his work, and will definitely be coming back for more tattoos...",5.0,2018-04-15 21:36:25,2NY3CrnKPDJXl6NmYcUMlA
6,Barbara L.,"My friend and I both got tattoos today. Pedro (owner) did hers and Janice did mine. 

My friend was able to stop by a few weeks ago and speak candidly to...",5.0,2016-08-09 21:02:38,2NY3CrnKPDJXl6NmYcUMlA
7,Devin F.,This shop had a nice appeal great people but I would regret getting any piercing here. They pierced my boyfriends septum all wrong. They didn't feel for...,2.0,2019-06-05 14:58:10,2NY3CrnKPDJXl6NmYcUMlA
8,Essence B.,"Pedro is really talented and did my tattoo exactly how I wanted it. I am very pleased with his work, and will definitely be coming back for more tattoos...",5.0,2018-04-15 21:36:25,2NY3CrnKPDJXl6NmYcUMlA
0,Isabella O.,"I went in for my second ear lobe piercing. Would absolutely go again!!! The first time I got my lobes done, it was via piercing gun but this time I wanted...",5.0,2019-12-01 16:41:35,wkkFeJRcXVvtkcnglT9-6w
1,Jennifer V.,"This is the place to go! I got a piercing done,  and I must say the ambiance is so chill and welcoming. The engery was easy going,  and professional. I...",5.0,2019-10-26 16:04:30,wkkFeJRcXVvtkcnglT9-6w
2,Hoolly R.,"Went in to ask info on a small tattoo, I was helped by Matt and basically ended up getting it the same day. He was very neat and super funny. 10 out of 10,...",5.0,2019-11-13 19:46:11,wkkFeJRcXVvtkcnglT9-6w
3,Isabella O.,"I went in for my second ear lobe piercing. Would absolutely go again!!! The first time I got my lobes done, it was via piercing gun but this time I wanted...",5.0,2019-12-01 16:41:35,wkkFeJRcXVvtkcnglT9-6w
4,Jennifer V.,"This is the place to go! I got a piercing done,  and I must say the ambiance is so chill and welcoming. The engery was easy going,  and professional. I...",5.0,2019-10-26 16:04:30,wkkFeJRcXVvtkcnglT9-6w
5,Hoolly R.,"Went in to ask info on a small tattoo, I was helped by Matt and basically ended up getting it the same day. He was very neat and super funny. 10 out of 10,...",5.0,2019-11-13 19:46:11,wkkFeJRcXVvtkcnglT9-6w
6,Isabella O.,"I went in for my second ear lobe piercing. Would absolutely go again!!! The first time I got my lobes done, it was via piercing gun but this time I wanted...",5.0,2019-12-01 16:41:35,wkkFeJRcXVvtkcnglT9-6w
7,Jennifer V.,"This is the place to go! I got a piercing done,  and I must say the ambiance is so chill and welcoming. The engery was easy going,  and professional. I...",5.0,2019-10-26 16:04:30,wkkFeJRcXVvtkcnglT9-6w
8,Hoolly R.,"Went in to ask info on a small tattoo, I was helped by Matt and basically ended up getting it the same day. He was very neat and super funny. 10 out of 10,...",5.0,2019-11-13 19:46:11,wkkFeJRcXVvtkcnglT9-6w
0,Christopher G.,"This review is for piercings!!!

Got my septum pierced here by Dave before heading home to Costa Rica. Overall, my experience was great. It was fast, easy,...",5.0,2019-11-11 09:10:06,7kBuB5o8G22QYjeU3V2WkQ
1,Kim G.,Had a terrible tattoo done at Lola's... Full disclosure  ... I didn't go back to have Rob try and fix it.  I was afraid it would get worse.  They refused a...,1.0,2020-01-18 09:07:33,7kBuB5o8G22QYjeU3V2WkQ
2,Mayumi K.,"Awesome!! I got my piercings done, and all I have to wait for is to change my jewelry when my hole is healed! They told me three months, so by the end of...",5.0,2019-04-06 12:32:59,7kBuB5o8G22QYjeU3V2WkQ
3,Christopher G.,"This review is for piercings!!!

Got my septum pierced here by Dave before heading home to Costa Rica. Overall, my experience was great. It was fast, easy,...",5.0,2019-11-11 09:10:06,7kBuB5o8G22QYjeU3V2WkQ
4,Kim G.,Had a terrible tattoo done at Lola's... Full disclosure  ... I didn't go back to have Rob try and fix it.  I was afraid it would get worse.  They refused a...,1.0,2020-01-18 09:07:33,7kBuB5o8G22QYjeU3V2WkQ
5,Mayumi K.,"Awesome!! I got my piercings done, and all I have to wait for is to change my jewelry when my hole is healed! They told me three months, so by the end of...",5.0,2019-04-06 12:32:59,7kBuB5o8G22QYjeU3V2WkQ
6,Christopher G.,"This review is for piercings!!!

Got my septum pierced here by Dave before heading home to Costa Rica. Overall, my experience was great. It was fast, easy,...",5.0,2019-11-11 09:10:06,7kBuB5o8G22QYjeU3V2WkQ
7,Kim G.,Had a terrible tattoo done at Lola's... Full disclosure  ... I didn't go back to have Rob try and fix it.  I was afraid it would get worse.  They refused a...,1.0,2020-01-18 09:07:33,7kBuB5o8G22QYjeU3V2WkQ
8,Mayumi K.,"Awesome!! I got my piercings done, and all I have to wait for is to change my jewelry when my hole is healed! They told me three months, so by the end of...",5.0,2019-04-06 12:32:59,7kBuB5o8G22QYjeU3V2WkQ
0,Shae N.,Rick and Rob have always been amazing from tongue piercings to microdermals. This is the first time I've had microdermals that didn't  reject. I've also had...,5.0,2019-11-29 21:33:03,k1Yl0HcpJM-MIXkk1JiVTw
1,Tara N.,"Love it here! Literally no complaints! I love every piece I've had done here, Most of them on Friday the 13th but I wouLd 100% recommended coming here. And...",5.0,2020-01-20 16:03:24,k1Yl0HcpJM-MIXkk1JiVTw
2,Anya T.,I really like this place. They have a special place in my heart because they do Flash tattoos on Fridays the 13th. I got some super cute tattoos there. The...,5.0,2019-12-17 05:11:43,k1Yl0HcpJM-MIXkk1JiVTw
3,Shae N.,Rick and Rob have always been amazing from tongue piercings to microdermals. This is the first time I've had microdermals that didn't  reject. I've also had...,5.0,2019-11-29 21:33:03,k1Yl0HcpJM-MIXkk1JiVTw
4,Tara N.,"Love it here! Literally no complaints! I love every piece I've had done here, Most of them on Friday the 13th but I wouLd 100% recommended coming here. And...",5.0,2020-01-20 16:03:24,k1Yl0HcpJM-MIXkk1JiVTw
5,Anya T.,I really like this place. They have a special place in my heart because they do Flash tattoos on Fridays the 13th. I got some super cute tattoos there. The...,5.0,2019-12-17 05:11:43,k1Yl0HcpJM-MIXkk1JiVTw
6,Shae N.,Rick and Rob have always been amazing from tongue piercings to microdermals. This is the first time I've had microdermals that didn't  reject. I've also had...,5.0,2019-11-29 21:33:03,k1Yl0HcpJM-MIXkk1JiVTw
7,Tara N.,"Love it here! Literally no complaints! I love every piece I've had done here, Most of them on Friday the 13th but I wouLd 100% recommended coming here. And...",5.0,2020-01-20 16:03:24,k1Yl0HcpJM-MIXkk1JiVTw
8,Anya T.,I really like this place. They have a special place in my heart because they do Flash tattoos on Fridays the 13th. I got some super cute tattoos there. The...,5.0,2019-12-17 05:11:43,k1Yl0HcpJM-MIXkk1JiVTw
0,K K.,PLEASE DO NOT COME HERE! My friend got a tattoo done here and I think niece could of done a BETTER JOB! and you're paying a lot of money for something YOU...,1.0,2020-02-15 19:55:54,D1swvcXmC2tImohohnsQzQ
1,Chris H.,A great little hidden spot on Broadway. Clean. Good pricing. Good movie selections for those getting tatted,5.0,2019-11-24 14:50:29,D1swvcXmC2tImohohnsQzQ
2,Ann Y.,"This is a Hamilton heights gem! The only very minor drawback is that they often open a bit later than 11:30 (closer to 12:30), but that isn't uncommon for...",4.0,2017-04-25 08:52:20,D1swvcXmC2tImohohnsQzQ
3,K K.,PLEASE DO NOT COME HERE! My friend got a tattoo done here and I think niece could of done a BETTER JOB! and you're paying a lot of money for something YOU...,1.0,2020-02-15 19:55:54,D1swvcXmC2tImohohnsQzQ
4,Chris H.,A great little hidden spot on Broadway. Clean. Good pricing. Good movie selections for those getting tatted,5.0,2019-11-24 14:50:29,D1swvcXmC2tImohohnsQzQ
5,Ann Y.,"This is a Hamilton heights gem! The only very minor drawback is that they often open a bit later than 11:30 (closer to 12:30), but that isn't uncommon for...",4.0,2017-04-25 08:52:20,D1swvcXmC2tImohohnsQzQ
6,K K.,PLEASE DO NOT COME HERE! My friend got a tattoo done here and I think niece could of done a BETTER JOB! and you're paying a lot of money for something YOU...,1.0,2020-02-15 19:55:54,D1swvcXmC2tImohohnsQzQ
7,Chris H.,A great little hidden spot on Broadway. Clean. Good pricing. Good movie selections for those getting tatted,5.0,2019-11-24 14:50:29,D1swvcXmC2tImohohnsQzQ
8,Ann Y.,"This is a Hamilton heights gem! The only very minor drawback is that they often open a bit later than 11:30 (closer to 12:30), but that isn't uncommon for...",4.0,2017-04-25 08:52:20,D1swvcXmC2tImohohnsQzQ
0,Sarah P.,"Esther pierced my medusa and did a fantastic job for a very reasonable price. When I entered the shop, I asked to see the tools and jewelry she used, the...",5.0,2019-06-04 15:06:50,PWbpkTLr4ek05lRznFnm-Q
1,John P.,Great work he does freehand draw up tattoos and prices are great. He have a clean working space and private he doesn't push you into anything and has a wide...,5.0,2017-10-31 07:13:32,PWbpkTLr4ek05lRznFnm-Q
2,Sarah P.,"Esther pierced my medusa and did a fantastic job for a very reasonable price. When I entered the shop, I asked to see the tools and jewelry she used, the...",5.0,2019-06-04 15:06:50,PWbpkTLr4ek05lRznFnm-Q
3,John P.,Great work he does freehand draw up tattoos and prices are great. He have a clean working space and private he doesn't push you into anything and has a wide...,5.0,2017-10-31 07:13:32,PWbpkTLr4ek05lRznFnm-Q
4,Sarah P.,"Esther pierced my medusa and did a fantastic job for a very reasonable price. When I entered the shop, I asked to see the tools and jewelry she used, the...",5.0,2019-06-04 15:06:50,PWbpkTLr4ek05lRznFnm-Q
5,John P.,Great work he does freehand draw up tattoos and prices are great. He have a clean working space and private he doesn't push you into anything and has a wide...,5.0,2017-10-31 07:13:32,PWbpkTLr4ek05lRznFnm-Q
0,David M.,"Though i was initially hesitant based on some of the other reviews here, i decided to take a walk over (as it's close to my house) and vibe it out, and go...",5.0,2015-06-06 15:47:41,bEKwRuAAk3CYm0MRMFCDKQ
1,Fidel O.,"I am a 911 and 1993 Survivor. I just want to said ""Thank you"" to the owner and the artist ""Ray"" who worked on my WTC Survivor tattoo. I wanted a tattoo that...",5.0,2019-07-23 14:59:51,bEKwRuAAk3CYm0MRMFCDKQ
2,Tony T.,Great show. Horrible service and unprofessional. I mean what do you expect coming to get tatted by famous people that don't know how to act professional....,1.0,2019-09-17 03:19:30,bEKwRuAAk3CYm0MRMFCDKQ
3,David M.,"Though i was initially hesitant based on some of the other reviews here, i decided to take a walk over (as it's close to my house) and vibe it out, and go...",5.0,2015-06-06 15:47:41,bEKwRuAAk3CYm0MRMFCDKQ
4,Fidel O.,"I am a 911 and 1993 Survivor. I just want to said ""Thank you"" to the owner and the artist ""Ray"" who worked on my WTC Survivor tattoo. I wanted a tattoo that...",5.0,2019-07-23 14:59:51,bEKwRuAAk3CYm0MRMFCDKQ
5,Tony T.,Great show. Horrible service and unprofessional. I mean what do you expect coming to get tatted by famous people that don't know how to act professional....,1.0,2019-09-17 03:19:30,bEKwRuAAk3CYm0MRMFCDKQ
6,David M.,"Though i was initially hesitant based on some of the other reviews here, i decided to take a walk over (as it's close to my house) and vibe it out, and go...",5.0,2015-06-06 15:47:41,bEKwRuAAk3CYm0MRMFCDKQ
7,Fidel O.,"I am a 911 and 1993 Survivor. I just want to said ""Thank you"" to the owner and the artist ""Ray"" who worked on my WTC Survivor tattoo. I wanted a tattoo that...",5.0,2019-07-23 14:59:51,bEKwRuAAk3CYm0MRMFCDKQ
8,Tony T.,Great show. Horrible service and unprofessional. I mean what do you expect coming to get tatted by famous people that don't know how to act professional....,1.0,2019-09-17 03:19:30,bEKwRuAAk3CYm0MRMFCDKQ
0,Kyle K.,"Incredibly trustful , caring and and talented shop. I received my first tattoo from Alistair. The tattoo is a sound wave of my mom singing, and I made the...",5.0,2019-07-03 11:30:19,QdcONuP20ShIhtzeBnmVag
1,David John A.,"Been here twice and have received two beautiful pieces from Denise. The shop is super clean, with pieces of art work hanging all over the walls it's like a...",5.0,2019-02-18 11:38:04,QdcONuP20ShIhtzeBnmVag
2,Morgan E.,"This shop is a breath of fresh air! The owner Steve is an amazing artist, the entire place has a real clean and artistic vibe. Alistair and Denise are some...",5.0,2019-07-03 14:02:04,QdcONuP20ShIhtzeBnmVag
3,Kyle K.,"Incredibly trustful , caring and and talented shop. I received my first tattoo from Alistair. The tattoo is a sound wave of my mom singing, and I made the...",5.0,2019-07-03 11:30:19,QdcONuP20ShIhtzeBnmVag
4,David John A.,"Been here twice and have received two beautiful pieces from Denise. The shop is super clean, with pieces of art work hanging all over the walls it's like a...",5.0,2019-02-18 11:38:04,QdcONuP20ShIhtzeBnmVag
5,Morgan E.,"This shop is a breath of fresh air! The owner Steve is an amazing artist, the entire place has a real clean and artistic vibe. Alistair and Denise are some...",5.0,2019-07-03 14:02:04,QdcONuP20ShIhtzeBnmVag
6,Kyle K.,"Incredibly trustful , caring and and talented shop. I received my first tattoo from Alistair. The tattoo is a sound wave of my mom singing, and I made the...",5.0,2019-07-03 11:30:19,QdcONuP20ShIhtzeBnmVag
7,David John A.,"Been here twice and have received two beautiful pieces from Denise. The shop is super clean, with pieces of art work hanging all over the walls it's like a...",5.0,2019-02-18 11:38:04,QdcONuP20ShIhtzeBnmVag
8,Morgan E.,"This shop is a breath of fresh air! The owner Steve is an amazing artist, the entire place has a real clean and artistic vibe. Alistair and Denise are some...",5.0,2019-07-03 14:02:04,QdcONuP20ShIhtzeBnmVag
0,Mandee B.,"I went in January to get a new nose ring and a second hole in both ears. Ana was very nice, knowledgeable and professional. I felt 100% comfortable and left...",5.0,2020-02-20 13:04:42,ls1eM6iVFJSzmB_SZWiJ7g
1,Terri M.,First time here but definitely not my last. I was a walk-in and they took me right away. This place is so clean! My apologies for not being sure of the name...,5.0,2019-08-20 18:53:07,ls1eM6iVFJSzmB_SZWiJ7g
2,Brittany N.,I went here recently on a Tuesday night with 2 friends. As soon as we entered we were greeted and given assistance on what we wanted done. Ana shared what...,5.0,2019-12-18 08:04:02,ls1eM6iVFJSzmB_SZWiJ7g
3,Mandee B.,"I went in January to get a new nose ring and a second hole in both ears. Ana was very nice, knowledgeable and professional. I felt 100% comfortable and left...",5.0,2020-02-20 13:04:42,ls1eM6iVFJSzmB_SZWiJ7g
4,Terri M.,First time here but definitely not my last. I was a walk-in and they took me right away. This place is so clean! My apologies for not being sure of the name...,5.0,2019-08-20 18:53:07,ls1eM6iVFJSzmB_SZWiJ7g
5,Brittany N.,I went here recently on a Tuesday night with 2 friends. As soon as we entered we were greeted and given assistance on what we wanted done. Ana shared what...,5.0,2019-12-18 08:04:02,ls1eM6iVFJSzmB_SZWiJ7g
6,Mandee B.,"I went in January to get a new nose ring and a second hole in both ears. Ana was very nice, knowledgeable and professional. I felt 100% comfortable and left...",5.0,2020-02-20 13:04:42,ls1eM6iVFJSzmB_SZWiJ7g
7,Terri M.,First time here but definitely not my last. I was a walk-in and they took me right away. This place is so clean! My apologies for not being sure of the name...,5.0,2019-08-20 18:53:07,ls1eM6iVFJSzmB_SZWiJ7g
8,Brittany N.,I went here recently on a Tuesday night with 2 friends. As soon as we entered we were greeted and given assistance on what we wanted done. Ana shared what...,5.0,2019-12-18 08:04:02,ls1eM6iVFJSzmB_SZWiJ7g
0,Aneisha L.,Matt is a great professional artist. He made sure the tattoo in memory of my Grandmother was perfect!!!!!! I will be returning for future tattoos and highly...,5.0,2019-11-09 19:05:59,-plotU_YdGxG9TaKCOBrog
1,Divine-Essence W.,"Didn't make me sign a liability waiver, piercing came out crooked & Chris proceeded to tell me ""it's not that serious"" when I brought it to his attention....",1.0,2019-07-27 08:40:50,-plotU_YdGxG9TaKCOBrog
2,Alicia L.,Professional place. I got a small red Aries sign tattoo behind my ear. It's costs $60 but it would have been $40 if I stuck with black ink. It didn't get...,5.0,2018-10-29 20:39:06,-plotU_YdGxG9TaKCOBrog
3,Aneisha L.,Matt is a great professional artist. He made sure the tattoo in memory of my Grandmother was perfect!!!!!! I will be returning for future tattoos and highly...,5.0,2019-11-09 19:05:59,-plotU_YdGxG9TaKCOBrog
4,Divine-Essence W.,"Didn't make me sign a liability waiver, piercing came out crooked & Chris proceeded to tell me ""it's not that serious"" when I brought it to his attention....",1.0,2019-07-27 08:40:50,-plotU_YdGxG9TaKCOBrog
5,Alicia L.,Professional place. I got a small red Aries sign tattoo behind my ear. It's costs $60 but it would have been $40 if I stuck with black ink. It didn't get...,5.0,2018-10-29 20:39:06,-plotU_YdGxG9TaKCOBrog
6,Aneisha L.,Matt is a great professional artist. He made sure the tattoo in memory of my Grandmother was perfect!!!!!! I will be returning for future tattoos and highly...,5.0,2019-11-09 19:05:59,-plotU_YdGxG9TaKCOBrog
7,Divine-Essence W.,"Didn't make me sign a liability waiver, piercing came out crooked & Chris proceeded to tell me ""it's not that serious"" when I brought it to his attention....",1.0,2019-07-27 08:40:50,-plotU_YdGxG9TaKCOBrog
8,Alicia L.,Professional place. I got a small red Aries sign tattoo behind my ear. It's costs $60 but it would have been $40 if I stuck with black ink. It didn't get...,5.0,2018-10-29 20:39:06,-plotU_YdGxG9TaKCOBrog
0,Bethany D.,Everyone at Afflicted Ink was so helpful and kind. My friend and I went during their Friday the 13th special and they were very organized and super...,5.0,2019-12-18 09:47:20,NUTpET-JrwY8YELspTtcqA
1,Logan F.,"Did a great job, friendly guys cool atmosphere. Willing to drive the 2.5 hours to gett more work done by these professionals",5.0,2020-02-04 23:48:37,NUTpET-JrwY8YELspTtcqA
2,Jasmine R.,My friend got a small tattoo from this shop then i decided to get my first tattoo. A risky spot rather too; near my collarbone! I had DM'd the Instagram...,5.0,2019-01-08 21:09:50,NUTpET-JrwY8YELspTtcqA
3,Bethany D.,Everyone at Afflicted Ink was so helpful and kind. My friend and I went during their Friday the 13th special and they were very organized and super...,5.0,2019-12-18 09:47:20,NUTpET-JrwY8YELspTtcqA
4,Logan F.,"Did a great job, friendly guys cool atmosphere. Willing to drive the 2.5 hours to gett more work done by these professionals",5.0,2020-02-04 23:48:37,NUTpET-JrwY8YELspTtcqA
5,Jasmine R.,My friend got a small tattoo from this shop then i decided to get my first tattoo. A risky spot rather too; near my collarbone! I had DM'd the Instagram...,5.0,2019-01-08 21:09:50,NUTpET-JrwY8YELspTtcqA
6,Bethany D.,Everyone at Afflicted Ink was so helpful and kind. My friend and I went during their Friday the 13th special and they were very organized and super...,5.0,2019-12-18 09:47:20,NUTpET-JrwY8YELspTtcqA
7,Logan F.,"Did a great job, friendly guys cool atmosphere. Willing to drive the 2.5 hours to gett more work done by these professionals",5.0,2020-02-04 23:48:37,NUTpET-JrwY8YELspTtcqA
8,Jasmine R.,My friend got a small tattoo from this shop then i decided to get my first tattoo. A risky spot rather too; near my collarbone! I had DM'd the Instagram...,5.0,2019-01-08 21:09:50,NUTpET-JrwY8YELspTtcqA
0,Craig M.,MOUSE IS SOO AMAZING !! SHE DOES ALL MY TATTOOS This the best tattoo joint in NYC Definitely gotta check out mouse and styles for dope INK. Friendly and...,5.0,2018-11-12 09:50:05,9A0HW7qi5guj80F77VYnhg
1,Danielle M.,"Great, clean place and friendly tattoo artists. Very professional. Beautiful art. Will def come again.

Plus, my tattoo was much more in depth than I'd...",5.0,2016-07-19 21:50:20,9A0HW7qi5guj80F77VYnhg
2,Serena A.,I saw the reviews here on yelp and decided to try this place out. I came and right away was greeted and taken care of. Savanna discussed my tattoo idea...,5.0,2017-04-23 08:07:44,9A0HW7qi5guj80F77VYnhg
3,Craig M.,MOUSE IS SOO AMAZING !! SHE DOES ALL MY TATTOOS This the best tattoo joint in NYC Definitely gotta check out mouse and styles for dope INK. Friendly and...,5.0,2018-11-12 09:50:05,9A0HW7qi5guj80F77VYnhg
4,Danielle M.,"Great, clean place and friendly tattoo artists. Very professional. Beautiful art. Will def come again.

Plus, my tattoo was much more in depth than I'd...",5.0,2016-07-19 21:50:20,9A0HW7qi5guj80F77VYnhg
5,Serena A.,I saw the reviews here on yelp and decided to try this place out. I came and right away was greeted and taken care of. Savanna discussed my tattoo idea...,5.0,2017-04-23 08:07:44,9A0HW7qi5guj80F77VYnhg
6,Craig M.,MOUSE IS SOO AMAZING !! SHE DOES ALL MY TATTOOS This the best tattoo joint in NYC Definitely gotta check out mouse and styles for dope INK. Friendly and...,5.0,2018-11-12 09:50:05,9A0HW7qi5guj80F77VYnhg
7,Danielle M.,"Great, clean place and friendly tattoo artists. Very professional. Beautiful art. Will def come again.

Plus, my tattoo was much more in depth than I'd...",5.0,2016-07-19 21:50:20,9A0HW7qi5guj80F77VYnhg
8,Serena A.,I saw the reviews here on yelp and decided to try this place out. I came and right away was greeted and taken care of. Savanna discussed my tattoo idea...,5.0,2017-04-23 08:07:44,9A0HW7qi5guj80F77VYnhg
0,Suzanna P.,So happy with my little Apple tattoo! Big Jaz took my inspiration picture and nailed it! He's incredible at his craft. He was not heavy handed at all which...,5.0,2020-02-04 16:03:52,jRDuTnQc5Ht6Lt37iKyLGg
1,Marsha E.,"Mathilde did my cover up tattoo. 1 word greatness. This woman is so fun humble and talented, I was honored to be inked by her and I will be back for more...",5.0,2019-07-04 15:46:37,jRDuTnQc5Ht6Lt37iKyLGg
2,Jeff B.,"Had a wonderful experience at Electric Gorilla, the entire staff was extremely friendly and helpful and my tattoo came out perfect. I went in as a walk-in...",5.0,2017-07-05 07:43:02,jRDuTnQc5Ht6Lt37iKyLGg
3,Suzanna P.,So happy with my little Apple tattoo! Big Jaz took my inspiration picture and nailed it! He's incredible at his craft. He was not heavy handed at all which...,5.0,2020-02-04 16:03:52,jRDuTnQc5Ht6Lt37iKyLGg
4,Marsha E.,"Mathilde did my cover up tattoo. 1 word greatness. This woman is so fun humble and talented, I was honored to be inked by her and I will be back for more...",5.0,2019-07-04 15:46:37,jRDuTnQc5Ht6Lt37iKyLGg
5,Jeff B.,"Had a wonderful experience at Electric Gorilla, the entire staff was extremely friendly and helpful and my tattoo came out perfect. I went in as a walk-in...",5.0,2017-07-05 07:43:02,jRDuTnQc5Ht6Lt37iKyLGg
6,Suzanna P.,So happy with my little Apple tattoo! Big Jaz took my inspiration picture and nailed it! He's incredible at his craft. He was not heavy handed at all which...,5.0,2020-02-04 16:03:52,jRDuTnQc5Ht6Lt37iKyLGg
7,Marsha E.,"Mathilde did my cover up tattoo. 1 word greatness. This woman is so fun humble and talented, I was honored to be inked by her and I will be back for more...",5.0,2019-07-04 15:46:37,jRDuTnQc5Ht6Lt37iKyLGg
8,Jeff B.,"Had a wonderful experience at Electric Gorilla, the entire staff was extremely friendly and helpful and my tattoo came out perfect. I went in as a walk-in...",5.0,2017-07-05 07:43:02,jRDuTnQc5Ht6Lt37iKyLGg
0,Christopher Z.,"Nathan is his name, really talented, surprised no one has given him a Yelp Review. Happily giving him 5 stars for his work, will be back in December for...",5.0,2015-10-25 19:57:47,PqmMNup9N0LBVtfUqyj9yw
1,Christopher Z.,"Nathan is his name, really talented, surprised no one has given him a Yelp Review. Happily giving him 5 stars for his work, will be back in December for...",5.0,2015-10-25 19:57:47,PqmMNup9N0LBVtfUqyj9yw
2,Christopher Z.,"Nathan is his name, really talented, surprised no one has given him a Yelp Review. Happily giving him 5 stars for his work, will be back in December for...",5.0,2015-10-25 19:57:47,PqmMNup9N0LBVtfUqyj9yw
0,Debbi R.,"I discovered this gem in my neighborhood. When my sister and I entered, we were warmly greeted and received excellent customer service. We had a...",5.0,2018-11-06 03:48:24,6mqElmTpVPGHEvsgRVsD3g
1,T B.,"Went to do a cover up tattoo for the original one the artist messed up. I contacted the artist prior to arrival to ask
if there will be a charge & was told...",3.0,2019-04-12 21:47:29,6mqElmTpVPGHEvsgRVsD3g
2,Gina R.,I had to do an update! Because this is what good customer service look like.  Thanks to the owner Fish for reaching out to me and talking to me about my...,5.0,2018-08-08 17:55:59,6mqElmTpVPGHEvsgRVsD3g
3,Debbi R.,"I discovered this gem in my neighborhood. When my sister and I entered, we were warmly greeted and received excellent customer service. We had a...",5.0,2018-11-06 03:48:24,6mqElmTpVPGHEvsgRVsD3g
4,T B.,"Went to do a cover up tattoo for the original one the artist messed up. I contacted the artist prior to arrival to ask
if there will be a charge & was told...",3.0,2019-04-12 21:47:29,6mqElmTpVPGHEvsgRVsD3g
5,Gina R.,I had to do an update! Because this is what good customer service look like.  Thanks to the owner Fish for reaching out to me and talking to me about my...,5.0,2018-08-08 17:55:59,6mqElmTpVPGHEvsgRVsD3g
6,Debbi R.,"I discovered this gem in my neighborhood. When my sister and I entered, we were warmly greeted and received excellent customer service. We had a...",5.0,2018-11-06 03:48:24,6mqElmTpVPGHEvsgRVsD3g
7,T B.,"Went to do a cover up tattoo for the original one the artist messed up. I contacted the artist prior to arrival to ask
if there will be a charge & was told...",3.0,2019-04-12 21:47:29,6mqElmTpVPGHEvsgRVsD3g
8,Gina R.,I had to do an update! Because this is what good customer service look like.  Thanks to the owner Fish for reaching out to me and talking to me about my...,5.0,2018-08-08 17:55:59,6mqElmTpVPGHEvsgRVsD3g
0,Cassie K.,"The best! He was so patient, talented, and kind. Highly recommend and will be back! Awesome studio space too.",5.0,2020-02-15 16:18:53,FiWOdVPC7V0e5L_SUMSZAQ
1,Sandra C.,"Ryan was super patient and chill, he took time to get to know my thoughts and share his professional opinions. The tattooing process was quick and done...",5.0,2018-12-18 19:48:16,FiWOdVPC7V0e5L_SUMSZAQ
